sim_id,total_op_bought,total_eth_spent,avg_price
0,219527.1827142751,22.173370367865786,9900.487795595545
1,218514.59011190856,22.173370367865786,9854.820737066904
2,219148.43642004582,22.173370367865786,9883.40666232867
3,218875.72286728772,22.173370367865786,9871.107514827245
4,219055.82397580563,22.173370367865786,9879.22992046653
5,218955.60013066413,22.173370367865786,9874.70991094706
6,218662.85813377218,22.173370367865786,9861.507497780489
7,218576.5483400548,22.173370367865786,9857.61500005527
8,219101.27102844845,22.173370367865786,9881.279543590523
9,218747.9718035479,22.173370367865786,9865.346051341074
10,218694.03720813684,22.173370367865786,9862.913647312445
11,218752.17178663675,22.173370367865786,9865.535466978803
12,218960.10726146048,22.173370367865786,9874.913178683159
13,219100.94001723116,22.173370367865786,9881.264615268314
14,219206.36716263494,22.173370367865786,9886.019289170148
15,219381.31168805802,22.173370367865786,9893.909137331284
16,218686.82895799555,22.173370367865786,9862.588561408873
17,218737.343869312,22.173370367865786,9864.86674061566
18,219254.57590828158,22.173370367865786,9888.193462281715
19,218981.43468017277,22.173370367865786,9875.875026988511
20,218437.3912389795,22.173370367865786,9851.339134060763
21,218708.45638517768,22.173370367865786,9863.563939839094
22,218732.65574775232,22.173370367865786,9864.655310351252
23,219345.170964188,22.173370367865786,9892.279221658995
24,218961.19329366283,22.173370367865786,9874.962157804704
25,218910.94471599656,22.173370367865786,9872.695990017282
26,219183.17619467952,22.173370367865786,9884.973396391077
27,218610.8671517613,22.173370367865786,9859.162749050445
28,218807.01592022215,22.173370367865786,9868.008890399578
29,218757.4944244204,22.173370367865786,9865.775513381102
30,219108.18745711306,22.173370367865786,9881.591468595601
31,218848.62175462925,22.173370367865786,9869.88527787324
32,218615.05198950061,22.173370367865786,9859.35148164589
33,219042.6095527859,22.173370367865786,9878.633961313704
34,218748.9538344925,22.173370367865786,9865.39034009503
35,219204.6114082939,22.173370367865786,9885.940106154128
36,218743.19495993658,22.173370367865786,9865.130619788177
37,218937.46047324143,22.173370367865786,9873.891827943811
38,218687.7535685422,22.173370367865786,9862.630260552092
39,218859.05997001607,22.173370367865786,9870.356032441157
40,219050.2366245576,22.173370367865786,9878.97793571386
41,219034.52119165694,22.173370367865786,9878.269183158884
42,219091.90680448187,22.173370367865786,9880.857225115196
43,219303.9252447816,22.173370367865786,9890.419075063232
44,219118.7796550229,22.173370367865786,9882.069167643338
45,218383.92415722436,22.173370367865786,9848.927814497336
46,219380.01762685832,22.173370367865786,9893.850776280246
47,219226.66389712825,22.173370367865786,9886.934654500568
48,219129.32614037496,22.173370367865786,9882.544805093896
49,219202.23755900696,22.173370367865786,9885.833047585786
50,219181.39650043286,22.173370367865786,9884.893133705831
51,218933.40570119122,22.173370367865786,9873.70896119947
52,219025.2798503737,22.173370367865786,9877.85240658726
53,218778.4073834997,22.173370367865786,9866.718669912218
54,218748.61236598052,22.173370367865786,9865.374940157793
55,218847.67191191824,22.173370367865786,9869.84244078103
56,218954.92121624434,22.173370367865786,9874.679292488589
57,219166.28595728998,22.173370367865786,9884.211661160512
58,218622.0833425771,22.173370367865786,9859.668589643448
59,218960.8782192559,22.173370367865786,9874.947948218985
60,218225.466647366,22.173370367865786,9841.781516608044
61,219261.25018471747,22.173370367865786,9888.494466428814
62,218327.22722870085,22.173370367865786,9846.370831612781
63,218590.63855518,22.173370367865786,9858.250456681459
64,219110.92274355516,22.173370367865786,9881.714827669875
65,218898.88011185988,22.173370367865786,9872.151886710633
66,218556.56363824208,22.173370367865786,9856.713707131317
67,218888.70075363113,22.173370367865786,9871.692806378693
68,218552.14150400623,22.173370367865786,9856.514272667251
69,218861.39686856008,22.173370367865786,9870.461424562664
70,218404.48833569637,22.173370367865786,9849.855241321984
71,218505.93338974164,22.173370367865786,9854.430326316382
72,219077.02390107326,22.173370367865786,9880.186018926797
73,219060.4259708859,22.173370367865786,9879.43746650053
74,218792.17911264783,22.173370367865786,9867.339763093798
75,219075.52722460247,22.173370367865786,9880.118520100685
76,218867.6537515609,22.173370367865786,9870.743604623565
77,219220.4011657572,22.173370367865786,9886.652210683182
78,218926.1375477012,22.173370367865786,9873.38117370621
79,218962.21561836326,22.173370367865786,9875.008263772515
80,219414.32199192367,22.173370367865786,9895.397873744287
81,218745.49888034342,22.173370367865786,9865.23452462396
82,218776.9515177405,22.173370367865786,9866.653011614222
83,219247.23160054965,22.173370367865786,9887.862240297412
84,218982.08226528743,22.173370367865786,9875.904232522173
85,218567.13105290115,22.173370367865786,9857.190288475686
86,219175.60476107482,22.173370367865786,9884.631931224569
87,218880.4137448763,22.173370367865786,9871.319069386194
88,218924.34050472334,22.173370367865786,9873.300128608056
89,218813.93437744828,22.173370367865786,9868.320906891044
90,218814.5725584482,22.173370367865786,9868.34968830719
91,218503.75606972736,22.173370367865786,9854.332131049801
92,219006.16147435765,22.173370367865786,9876.990184214257
93,218576.16445121705,22.173370367865786,9857.597686997697
